Name,Number,Position,Height,Weight,Class,Hometown
Kaleb Pitts,85,WR,6030,180,SO,"Chandler, AZ"
Ian VanDenBerg,86,WR,6010,180,SO,"Paw Paw, MI"
Bailey Popeck,87,TE,6050,250,SR,"Olive Branch, MS"
Zach Dansby,88,TE,6050,250,SR,"Austin, TX"
Christian Boujaoude,89,WR,5080,160,SO,"Eatontown, NJ"
Myles Davis,89,WR,5100,175,FR,"Chicago, IL"
Dominic Perkovic,89,DL,6060,270,SR,"Bloomfield Hills, MI"
Ogonna Oraedu,90,DL,6030,230,FR,"Germantown, TN"
Alexander Holme,91,DL,6040,270,SR,"Oakland, CA"
Connor Heeb,92,DL,6040,260,SR,"Canandaigua, NY"
Greg Washington,93,DL,6030,235,SR,"Chesapeake, VA"
Alex Robin,94,DL,6010,275,SO,"Vestavia Hills, AL"
Lord Hyeamang,95,DL,6040,280,SR,"Lakeville, MN"
Zach O'Neill,96,DL,6020,210,SO,"Staten Island, NY"
Collin Breckenridge,97,DL,6020,275,SR,"Corpus Christi, TX"
Drew Schmid,98,P,6000,210,FR,"La Jolla, CA"
Liam Talty,98,DL,6040,245,SR,"Eugene, OR"
LinDon Harris,99,DL,6030,225,SO,"Silver Spring, MD"
Noah Zgrablich,99,PK,6010,195,SR,"Granada Hills, CA"
