Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Thomas Jr., Ricky",39,DE,6010,235,RS SO,McQueen HS,"Reno, Nevada"
"Thompson, Brandon",16,WR,6020,195,RS JR,Christian Brothers,"Sacramento,Ca"
"Toomer, Kameron",47,LB,6030,235,RS FR,Palo Verde HS,"Las Vegas, Nev."
"Touray, Lamin",10,LB,6010,225,FR,Bishop Alemany,"Mission Hills, Calif."
"Weber, Lucas",24,LB,6010,225,RS JR,McQueen,"Reno,Nev"
"Wells, Trae",49,TE,6020,225,RS JR,Reed,"Sparks,Nev"
"Wilkinson, Sheldon",56,LB,6000,205,FR,Spring Creek,"Spring Creek, Nev."
"Williams, Tyson",15,WR,5100,190,FR,Dothan,"Dothan, Ala."
"Wilson, Travis",34,LB,6010,220,SR,Cedar Hill,"Cedar Hill, Texas"
"Windham, Chase",50,OL,66040,260,FR,Vista Murrieta,"Murrieta, Calif."
"Wright, Blake",33,RB,5100,200,RS JR,Edison,"Fresno,Ca"
