Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Osuna, Jesse",33,LB,6000,224,RS SO,Live Oak HS,"Morgan Hill, Calif."
"Pacheco, Mato",38,CB,6000,176,RS FR,Claremont HS,"Claremont, Calif."
"Parcells, Justin",44,LB,5110,226,SO/TR,Servite,"Cypress, Calif."
"Parker, Tysyn",0,LB,6010,215,FR,Serra,"Gardena, Calif."
"Parks, Jackson",0,TE,6030,235,FR,Chaminade,"Agoura Hills, Calif."
"Phillips, Brando",0,LB,6030,240,JR/TR,West Ranch,"Castaic, Calif."
"Ritchie, Sage",40,RB,5100,195,JR/TR,N/A,"Santa Barbara, Calif."
"Robbins, Trevor",57,OL,6040,296,RS FR,Archbishop Mitty HS,"San Jose, Calif."
"Roberson, Malik",20,RB,5080,185,JR,Serra HS,"Harbor City, Calif."
"Roberts, Owen",8,DT,6020,290,RS JR,Narbonne HS,"Los Angeles, CA"
"Scott, Jamal",42,LB,6020,237,JR/TR,Magnolia,"Anaheim, Calif."
"Sims II, Francoise",39,RB,6000,240,RS FR,St. Augustine HS,"San Diego, Calif."
"Smith, Cameron",29,CB,6000,182,RS FR,Roosevelt HS,"Corona, Calif."
"Snyder, Jack",55,OT,6050,292,RS FR,Marin Catholic HS,"Mill Valley, Calif."
"Stevens, Tyler",0,OL,6040,280,FR,Hamilton,"Chandler, Ariz."
"Surry, Ray",80,WR,6020,195,RS SO,Rancho Cucamonga HS,"Rancho Cucamonga, Calif."
"Taylor, Keoni",68,OC/OG,6030,303,SR,Garces HS,"Bakersfield, Calif"
"Tolefree, Rico",0,LB,6010,223,FR,DeAnza,"Richmond, Calif."
"Toussaint, John",0,DB,5110,170,JR/TR,Northwestern,"Miami, Fla."
"Townsend, Terrell",98,DT,6040,270,SO,South Francisco HS,"Oakland, Calif."
"Velichko, Nate",75,OT,6070,302,RS SR,The King's Academy,"Foster City, Calif."
"Walker, Tr̩",0,WR,5110,160,FR,Narbonne,"Inglewood, Calif."
"Webb, Tre",26,CB,6000,189,RS FR,Servite HS,"Riverside, Calif."
"White, Tre",0,DB,6000,175,FR,De La Salle,"Benicia, Calif."
"Williams, David",7,SS,6000,207,RS JR,Dorsey HS,"Los Angeles, CA"
"Williams-Sheppard, Jamar",33,RB,6020,225,RS FR,Sacred Heart Cathedral,"San Francisco, Calif."
"Woodard, Cameron",46,TE,6040,275,RS FR,Valley Christian HS,"San Jose, Calif."
"Zigler, Zamore",34,RB,5100,171,RS SO,Carter HS,"Rialto, Calif."
