Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Smith, Kameron",71,OL,6070,309,RS FR,Lincoln HS,"Tacoma, Wash."
"Somoye, Anu",87,WR,6020,196,RS SO,Alief Taylor HS,"Houston, Tex."
"Steele, Steven",12,S,5110,194,RS SR/TR,Cleveland HS,"Rio Rancho, N.M."
"Tamaivena, Sitiveni",0,LB,6010,230,JR/TR,Palo Alto,"Renton, Wash."
"Taylor, Isaiah",48,LB,6030,227,RS SO/TR,Santa Fe HS,"Santa Fe, N.M."
"Thomas, Cameron",28,WR,6020,190,RS FR,Seven Lakes HS,"Katy, Texas"
"Tohi, Evahelotu",45,ILB,6020,235,RS JR/TR,North Canyon HS,"Phoenix, Ariz."
"Tuioti, Tevaka",16,QB,6000,190,RS FR,La Mirada HS,"La Mirada, Calif."
"Umeh, Anselem",7,WR,5110,182,RS FR,St. John Bosco HS,"Belliflower, Calif."
"Valdez, Dorsett",36,CB,5100,175,RS SO/TR,Volcano Vista HS,"Albuquerque, N.M."
"Vieira, Thomas",31,WR,5110,181,RS SO,La Cueva HS,"Livermore Falls, ME"
"Vigilant, Daevon",21,RB,5070,180,RS FR,Downey HS,"Downey, Calif."
"Weaver, Dylan",0,OL,6060,300,FR,Piedra Vista,"Farmington, N.M."
"Willcox, Jacob",83,TE,5110,189,RS JR,Grants HS,"Grants, N.M."
"Williams, Johnny",96,DT,6020,303,RS SR/TR,West Valley HS,"Hemet, Calif."
"Williams, Marcus",88,TE,6030,219,FR,N/A,"Rio Ranco, N.M."
"Woodhouse, Diquon",6,RB,5090,190,RS JR,Altus HS,"Altus, Okla."
