Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Roemer, Tyler",74,OL,6070,305,RS FR,Fernley HS,"Fernley, Nev."
"Rosales, Antonio",67,OL,6040,305,SR,Tucson Magnet HS,"Tucson, Ariz."
"Salazar, Mark",0,QB,6030,190,FR,Rancho Bernardo,"San Diego, Calif."
"Salcedo, Joe",78,OL,6070,300,RS JR,Bishop Diego HS,"Santa Barbara, Calif."
"Simmons, Ryan",69,LS,6010,215,RS SO,Dana Hills HS,"Dana Point, Calif."
"Smith, Ron",17,CB,6000,170,RS SO,St. Mary's High,"Berkeley, Calif."
"Spalding, Kyle",63,OL,6060,300,RS FR,McKinleyville HS,"McKinleyville, Calif."
"Stallworth, Keoni",36,S,6010,195,RS FR,Cosumnes Oaks HS,"Elk Grove, Calif."
"Stricklin II, Will",11,S,6000,200,RS FR,Mission Hills HS,"San Marcos, Calif."
"Tezino, Kyahva",44,OLB,6000,230,RS SO,Salesian High,"Los Angeles, Calif."
"Thomas, Zachary",76,OL,6050,285,RS FR,Carlsbad HS,"Carlsbad, Calif."
"Thompson, Tariq",0,DB,6000,190,FR,St. Augustine,"San Diego, Calif."
"Thompson, Trenton",18,S,6020,190,SO,Palm Springs HS,"Palm Springs, Calif."
"Truxton, Quest",8,WR,6000,185,SR/TR,Newport Beach HS,"Newport Harbor, Calif."
"Tucker II, Douglas",53,OL,6050,300,RS FR,Parish Episcopal HS,"Dallas, Texas"
"Turner, Dakota",41,DE,6030,250,RS SR,Mililani HS,"Mililani, Hawaii"
"Valenzuela, Alex",38,FB,6000,250,SR,Otay Ranch HS,"Chula Vista, Calif."
"Vazquez, Grady",35,FB,6010,225,RS FR,N/A,N/A
"Venable, Tayari",0,DB,6010,180,FR,Rancho Cucamonga,"Moreno Valley, Calif."
"Warring, Kahale",87,TE,6060,250,RS SO,Sonora HS,"Sonora, Calif."
"Washington, Juwan",29,RB,5070,190,RS SO,Kennedale High,"Kennedale, Texas"
"Wells, David",88,TE,6050,255,RS SR,Clovis North HS,"Clovis, Calif."
"Williams, Kaegun",0,RB,5090,190,FR,Cedar Hill,"Cedar Hill, Texas"
"Wilson Jr., Timothy",93,WR,6040,205,RS FR,Plano East HS,"Plano, Texas"
"Woods, Kyree",27,CB,6000,185,SO,Chandler HS,"Mesa, Ariz."
"Woolsey, Chad",44,RB,6010,205,JR/TR,Rancho Bueno Vista HS,"Vista, Calif."
"Wormhoudt, Tyler",24,RB,6010,205,SR,Mammoth Lakes High,"Mammoth Lakes, Calif."
