Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Sweet, Justin",29,SS,5100,185,RS SR,Bishop Gorman,"Las Vegas, Nev."
"Tapia, Corte",50,LB,6020,230,FR,Windsor,"Windsor, Colo."
"Taylor, Jeff",71,OL,6030,305,SO,Jonesboro,"Jonesboro, Ga."
"Tennant, Alex",26,WR,6030,180,RS SO/TR,N/A,"Littleton, Colo."
"Thomas, Tre",52,LB,6010,215,RS JR,Overland HS,"Denver, CO"
"Thompson, Darnell",94,DL,6040,270,SR/TR,Wakefield,"Raleigh, N.C."
"Walker, Jadon",9,DB,6000,171,FR,Chapel Hills,"Lithia Springs, Ga."
"Watson, Josh",55,LB,6020,235,RS JR,Blue Springs South HS,"Blue Springs, MO"
"Whitner, A'Keitheon",3,DB,5110,190,JR/TR,Morrow,"Ellenwood, Ga."
"Williams, Preston",84,WR,6040,209,JR/TR,Lovejoy,"Hampton, Ga."
"Wilson, Marcus",23,CB,5100,190,RS JR,Valor Christian HS,"Aurora, CO"
"Wise, Darius",18,DB,5090,164,FR,Beaver Area,"Midland, Pa."
