Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Tyus, Melvin",12,S,5100,212,RS SO,Carver HS,"Montgomery, Ala."
"Underwood, Bratcher",43,K,5090,179,RS JR,Houston Academy,"Dothan, Ala."
"Vairo, Joe",0,QB,5110,190,SO/TR,Westminster Academy,"Fort Lauderdale, Fla."
"Vaughns, Omari",0,SPEAR,5100,190,RS FR,Charles Henderson,"Montgomery, Ala."
"Walker, Dominic",88,WR,6020,216,RS SR/TR,Evans,"Orlando, Fla."
"Weatherspoon, Kris",3,S,6020,205,SR/TR,Natchez HS,"Natchez, Miss."
"Webb, Marcus",48,DE,6030,252,SO,Austin HS,"Decatur, Ala."
"Weldon, Zacc",45,FB,6000,239,RS SO,G.W. Long HS,"Skipperville, Ala."
"Wesley, Adarius",19,S,6000,196,SO,Jeff Davis HS,"Montgomery, Ala."
"Whisenhunt, Justin",25,LB,6010,219,FR,Ramsay,"Birmingham, Ala."
"Whittemore, Luke",83,WR,6020,185,FR,Buchholz,"Gainesville, Fla."
"Williams, Devante",0,RB,5100,194,RS SO/TR,Moody HS,"Moody, Ala."
"Willis, Damion",15,WR,6040,194,JR/TR,Southeast Lauderdale,"Meridian, Miss."
"Wyatt, Justin",20,S,6020,198,SR/TR,Collins Hill HS,"Suwanee, Ga."
"Young, Kade",19,QB,6030,184,RS FR,American Christian Academy,"Tuscaloosa, Ala."
