Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Thingstad, Troy",70,OL,6050,270,RS FR,St. Paul's,"Mobile, Ala."
"Thomas, Diantae",3,S,5100,220,JR/TR,Dothan HS,"Dothan, Ala."
"Thomas, Tyreis",9,RB,5100,215,SR/TR,Boylan Catholic High,"Loves Park, Ill."
"Thompson, Jalen",2,DB,6000,175,SO,St. Paul's,"Mobile, Ala."
"Turner, Tyree",12,DT,6010,285,RS FR,Stockbridge,"Stockbridge, Ga."
"Vines, Tyree",45,CB,5080,180,SO/TR,Vigor HS,"Prichard, Ala."
"Waitman, Corliss",87,P,6020,185,RS SO,Milton,"Milton, Fla."
"Wallace, Sir Calvin",48,DT,6020,335,RS SR/TR,Chapel Hill HS,"Tyler, Texas"
"Whatley, Jeffery",35,DE,6020,280,RS FR,Dale County,"Midland City, Ala."
"Williams, Curtis",72,OL,6050,305,SR/TR,Champagnat Catholic,"Miam, Fla."
"Williams, Tyrone",2,WR,6020,205,SR/TR,Hancock HS,"Diamondhead, Miss."
"Woods, Jay",18,CB,5090,175,FR,Pinson Valley HS,"Pinson, Ala."
"Worthy, Blake",39,LB,6000,230,JR,Gadsden City HS,"Gadsden, Ala."
"Young, De'Arius",77,OL,6070,325,SR/TR,Princeton,"Cininnati,Ohio"
"Zink, Andrew",53,LS,5100,215,FR,Manatee HS,"Bradenton, Fla."
