Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Ah-Hoy, Kesi",0,ILB,6000,215,FR,Kahuku,"Kahuku, Hawaii"
"Allen, Quantino",0,WR,5110,200,FR,Glades Central,"Belle Glade, Fla."
"Arnold, Brandon",3,S,5110,204,SR,Crespi,"Los Angeles, Calif."
"Aydon, Elu",99,DT,6030,332,RS SO,Leone,"Leone, American Samoa"
"Bailey, Jaylynn",25,RB,5090,226,RS SR,South Salem/Southern Oregon,"Salem, OR"
"Baylor, Benjamin",0,RB,6000,190,FR,Wharton,"Wharton, Texas"
"Blount, Conor",12,QB,6010,194,SO,Waukesha West HS,"Waukesha, Wis."
"Bodden, Andre",86,WR,6000,181,RS SO,Cathedral HS,"Carson, Calif."
"Bowcut, Josh",0,OL,6060,290,FR,Sherwood,"Sherwood, Ore."
"Bradford, Trevon",19,WR,6000,183,SO,Oregon City HS,"Oregon City, Ore."
"Brandel, Blake",73,OL,6070,312,RS SO,Central Catholic,"Milwaukee, Ore."
"Bush, Jaelen",0,DE,6060,225,FR,Timberline,"Lacey, Wash."
"Carroll, Kameron",35,S,6030,206,JR/TR,Buena,"Ventura, Calif."
"Choukair, Jordan",46,PK,6010,193,RS SO,Poway,"Poway, Calif."
"Clarke, Onesimus",0,OG,6030,322,FR,Waianae,"Waianae, Hawaii"
"Collins, Seth",22,QB,6030,192,JR,Granite Hills,"San Diego, CA"
"Cordasco, Clay",0,OL,6060,330,JR/TR,Kennett,"Cornish, Maine"
"Cotton, TraJon",0,S,6010,185,FR,Inderkum,"Sacramento, Calif."
"Crawford, Xavier",22,CB,6010,188,RS SO,Pittsburg,"Pittsburg, CA"
"Curtius, Sam",78,OL,6050,314,SR,South Medford,"Medford, OR"
"DeLashmutt, Tyler",89,WR,6020,209,RS SO,Newberg HS,"Dundee, Ore."
"Delp, Kammy",51,OL,6030,328,RS JR,Diamond Ranch,"Pomona, CA"
"Demogerontas, Yanni",76,OL,6030,310,RS JR,Sandburg,"Orland Park, IL"
"Dennis-Lee, Kiahv̩",45,OB,6010,215,RS FR,Oregon City HS,"Gresham, Ore."
"Dunn, Isaiah",0,CB,6000,175,FR,Antioch,"Antioch, Calif."
"Evans, Craig",0,DT,6030,330,JR/TR,Sun Prairie,"Sun Prairie, Wis."
"Failauga, Titus",93,DE,6030,252,SR,Pac-Five,"Waipahu, Hawai'i"
"Fifita, Miki",72,OL,6040,312,RS SO,IMG Academy,"Wailuku, Hawaii"
"Firth, Keegan",37,LS,6040,238,RS SO,Crescent Valley HS,"Corvallis, Ore."
"Flemings, Arex",0,WR,5060,150,FR,Cathedral,"Altadena, Calif."
"Garcia, Isaac",53,DE,6030,251,FR,Bellevue,"Bellevue, Wash."
"Gardner, Justin",0,CB,6010,170,FR,Shiloh,"Charlotte, N.C."
"Garretson, Darell",10,QB,6000,212,RS SR/TR,Chandler HS,"Chandler, Ariz."
"Grant, Jaydon",26,CB,6000,177,RS FR,West Linn HS,"West Linn, Ore."
