Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Rodriguez, Rhett",0,QB,6010,190,FR,Catalina Foothills,"Tucson, Ariz."
"Rutt, Brandon",18,LB,6010,220,RS JR,Basha HS,"Gilbert, Ariz."
"Schooler, Colin",0,ILB,6020,225,FR,Mission Viejo,"Mission Viejo, Calif."
"Selenski, Corey",33,LB,6010,223,RS FR,J Serra HS,"Dana Point, Calif."
"Sherman, Harper",77,OL,6050,298,RS FR,New Westminster School,"New Westminster, B.C."
"Short, Rhedi",0,S,6010,175,FR,Cathedral,"Los Angeles, Calif."
"Steele, Isaac",41,CB,6010,178,RS FR,Centennial,"Peoria, Ariz."
"Strong , Isaiah",35,CB,6000,172,RS SR,Shadow Mountain HS,"Phoenix, Ariz."
"Tate, Khalil",14,QB,6020,212,SO,Junipero Serra HS,"Inglewood, Calif."
"Taufahema, Sione",0,DT,6030,310,JR/TR,Bishop Alemany,"Mission Hills, Calif."
"Taylor, J.J.",23,RB,5060,170,RS FR,Centennial,"Corona, Calif."
"Tharpe Jr., Larry",98,DT,6050,275,RS JR,Hebron,"Carrollton, Texas"
"Thomas, Matt",90,DL,6010,281,RS SO/TR,Mountain View,"Tucson, Ariz."
"Tilford, Nathan",0,RB,6010,205,FR,Colony,"Ontario, Calif."
"Tyler, Tre",58,LB,5110,210,RS JR,Highland,"Gilbert, Ariz."
"Ulloa, Chacho",20,S,5110,201,SO,Centennial,"Corona, Calif."
"Vaughn, Carrington",28,LB,5110,214,RS SO,Fox Chapel,"Pittsburgh, Pa."
"Walker, Keenan",63,OL,6050,283,RS FR,Chaparral HS,"Scottsdale, Ariz."
"Wallace, Tony",0,CB,5100,180,FR,Desert Pines,"Las Vegas, Nev."
"Walllace, Jarrius",3,S,6010,168,RS FR,John Ehret HS,"Marrero, La."
"Walton, Levi",55,OC,6030,290,RS JR,Ida S. Baker Hs,"North Fort Myers, Fla."
"Werlinger, Zach",19,QB,6010,188,RS JR,Basha HS,"Chandler, Ariz."
"Whittaker, Jace",17,CB,5110,180,JR,Oceanside,"Oceanside,CA"
"Wilborn, Kylan",0,OLB,6010,125,FR,Notre Dame,"Sherman Oaks, Calif."
"Wilson, Nick",28,RB,5100,208,SR,Central,"Fresno,CA"
"Wilson, Q'uole",89,WR,5060,15,RS SO,Central,"Fresno, Calif."
"Wolma, Bryce",0,TE,6040,230,FR,Saline,"Saline, Mich."
"Wood, Trevor",8,TE,6060,265,RS JR,Chaparral,"Scottsdale, Ariz."
"Young, Scott",0,S,6000,190,FR,Helix,"La Mesa, Calif."
"Young, Troy",0,S,6010,192,FR,Mobile Christian,"Mobile, Ala."
"Zellers, Parker",93,NT,6010,248,RS SR,Notre Dame Prep,"Scottsdale, Ariz."
