Name,Number,Position,Height,Weight,Class,Hometown
Tim Jackson,44,DL,6010,260,SR,"Riviera Beach, FL"
Maurice Diawara,45,DL,6020,265,SR,"Lakewood, NJ"
Kiser Terry,46,DL,6030,275,SR,"Feasterville, PA"
Edward Nunez,47,LB,6020,230,SO,"Bronx, NY"
Randall May,49,LB,6020,230,SR,"Sparta, NJ"
Jordan Baskerville,50,DL,6020,270,SR,"West Point, NY"
George Snowden,51,OL,6030,290,SO,"Gaithersburg, MD"
Justin Osuji,52,LB,6020,235,SR,"West Orange, NJ"
Titus Richards,52,OL,6030,275,JR,"Coatesville, PA"
Dean Duggan,53,LB,6000,230,SR,"Long Beach, CA"
Kishon Banks,54,LB,6000,235,SR,"Pennsauken, NJ"
Allaah Sessions,57,LB,6010,220,SO,"Elmira, NY"
Tevaughn Grant,58,LB,6020,230,SO,"Paterson, NJ"
Carson Hicks,59,DL,6020,245,SR,"Syracuse, NY"
Chris Gangarossa,60,OL,6060,285,SO,"Buffalo, NY"
Christian Gore,63,DL,6010,285,SR,"Macomb, MI"
Dan O'Neill,64,OL,6010,280,SR,"Pittsburgh, PA"
Jake Vogel,66,OL,6040,295,JR,"Sparta, NJ"
Tyler Piekarz,67,OL,6060,280,FR,"Flanders, NJ"
Matt Diaz,70,OL,6060,295,SR,"Edison, NJ"
Greg Senat,72,OL,6080,290,SR,"Elmont, NY"
Daniel Clifford,73,OL,6040,300,SO,"Hoboken, NJ"
Brady Hudik,75,OL,6050,305,JR,"Bordentown, NJ"
Jack Blatchford,76,OL,6060,300,SR,"Newton, MA"
Joe MacAvoy,78,OL,6040,300,FR,"Forked River, NJ"
Ian Brown,79,OL,6030,280,SO,"Stafford, VA"
Adam Giordano,82,WR,6050,215,SO,"Cherry Hill, NJ"
Alexander Hodge,84,WR,6020,170,JR,"Waldorf, MD"
Nicholas Galanti,87,TE,6020,230,SO,"Howell, NJ"
Chris Woodard,89,TE,6040,230,JR,"North Tonawanda, NY"
Dillon Donaldson,90,DL,6030,290,SO,"Monmouth Junction, NJ"
Matt Drinkwater,92,PK,6000,195,JR,"Greenport, NY"
Nicholas Padron,93,LS,6000,240,SR,"Kenilworth, NJ"
John Drinkwater,94,PK,6010,195,JR,"Greenport, NY"
Julian McCleod,95,DL,6030,285,SO,"Miramar, FL"
Charbel Dabire,96,DL,6010,300,JR,"Toronto, ON"
Christopher Williams,99,DL,6020,295,SO,"Brooklyn, NY"
