Name,Number,Position,Height,Weight,Class,Hometown
Mason McNutt,62,OL,6040,275,SO,"Knoxville, TN"
Dakota Finger,63,DL,6000,259,FR,"Boone, NC"
Chris Stine,64,DL,6010,252,SO,"Bristol, VA"
Ben Blackmon,65,OL,6030,294,SO,"Newberry, SC"
Dadley Louis,66,OL,6060,306,FR,"Delray Beach, FL"
Myles Smith,67,OL,6050,303,SO,"Chattanooga, TN"
Michael Scates,68,OL,6050,290,JR,"Knoxville, TN"
Sammy Hall,69,OL,6040,298,SR,"Smithville, WV"
Alex Rios,70,OL,6050,295,SR,"Tucson, AZ"
Dustin Nickle,71,LS,6020,226,SO,"Knoxville, TN"
Eddie Gajardo,72,OL,6060,291,FR,"Greeneville, TN"
Myles Taylor,73,TE,6060,267,SO,"Franklin, TN"
Robert Murphy,74,DL,6020,250,FR,"Chattanooga, TN"
Patrick McFall,75,OL,6060,277,JR,"Knoxville, TN"
Cody Cornelius,76,OL,6060,287,JR,"Harrogate, TN"
Garrett Curtis,77,OL,6020,310,SO,"Knoxville, TN"
Kevin McConnell,78,OL,6070,291,SO,"Hiawassee, GA"
Cameron Parker,79,OL,6060,291,FR,"Asheville, NC"
Hunter Wike,80,WR,6020,189,JR,"Canton, NC"
Drae Butts,81,WR,5110,160,FR,"Gray, GA"
Caleb Woody,82,WR,6020,192,FR,"Maryville, TN"
Merrick Mullins,83,WR,6030,192,JR,"Glade Spring, VA"
Justin Gilliam,84,TE,6020,228,JR,"Jonesville, VA"
JJ Jerman,85,PK,5100,174,JR,"Seymour, TN"
Kobe Kelley,86,WR,6020,184,JR,"Knoxville, TN"
Dylan Dockery,87,TE,6020,226,JR,"Newport, TN"
Braxton Richburg,88,WR,6000,181,FR,"Hoschton, GA"
Anthony Spagnoletti,89,WR,6020,188,SO,"Bealeton, VA"
Ferguierson Charles,90,DL,5110,288,SR,"Fort Myers, FL"
Chris Bouyer,91,DL,6020,278,JR,"Rock Hill, SC"
Joe Pittman,92,LB,6050,247,SO,"Pell City, AL"
Keilend Clayton,93,DL,6020,309,FR,"Pinson, AL"
Olajuwon Pinkelton,94,DL,6070,236,FR,"Cincinnati, OH"
Bryson Blevins,95,DL,6040,345,FR,"Morristown, TN"
Landon Kunak,96,PK,6020,184,SO,"Spartanburg, SC"
Tremond Ferrell,97,DL,6020,288,JR,"Washington, GA"
Miles Manigault,98,DL,6020,276,FR,"Cincinnati, OH"
Blake Bockrath,99,LB,6060,224,FR,"Loveland, OH"
