Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Veal, Teddy",3,WR,6000,192,RS JR/TR,West Jefferson,"Harvey, La."
"Walker, Elijah",0,QB,6020,207,FR,Amite,"Amite, La."
"Wallace, Courtney",90,DT,6020,320,RS SO,Neville HS,"Monroe, La."
"Washington, Dae'Von",56,LB,5100,202,RS JR,Alexandria HS,"Alexandria, La."
"Watts, Marlon",13,WR,6020,185,SR,St. Augustine HS,"New Orleans, La"
"Williams, Cualan",0,WR,6030,205,FR,Lafayette County,"Stamps, Ark/"
"Williams, Dante",51,LB,6010,222,RS SO,Parkway HS,"Bossier City, La."
"Williams, Milton",0,DE,6040,230,FR,Crowley,"Crowley, Texas"
"Williams, Theron",25,S,5100,194,JR,St. Augustine HS,"New Orleans, La."
"Wilson, Price",10,QB,6010,241,RS JR,Walton HS,"Marietta, Ga."
"Woodall, Alex",19,WR,6030,257,RS JR,McComb HS,"Summit, Miss"
"Woodard, Javonte",84,WR,6000,192,RS SO,Haughton HS,"Haughton, La."
"Ydarraga, Matthew",95,DE,6030,241,RS JR,Catholic HS,"Central, La."
