Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Nelson, Scott",0,S,6020,190,FR,University of Detroit Jesuit,"Detroit, Mich."
"Neuville, Zander",85,TE,6050,257,RS JR,Waupaca,"Waupaca, Wis."
"Obasih, Chikwe",34,DE,6030,267,RS SR,Central,"Brookfield, Wis."
"Ohuafi, Nik",38,ILB,6010,201,FR,De Pere,"De Pere, Wis."
"Orr, Chris",50,ILB,6000,226,JR,DeSoto,"DeSoto, Texas"
"Patterson, Jeremy",92,NG,6030,352,RS JR,Wayne County,"Screven, Ga."
"Peavy, Jazz",11,WR,6000,185,RS SR,Tremper,"Kenosha, Wis."
"Penniston, Kyle",49,TE,6040,237,RS SO,Mater Dei,"Orange, Calif."
"Perry, Emmet",0,WR,6020,175,FR,DeSoto,"Grand Prairie, Texas"
"Pfaff, David",52,DE,6020,267,RS SO,Homestead,"Mequon, Wis."
"Popp, Jack",46,WR,6020,205,RS FR,Homestead,"Mequon, Wis."
"Praschak, Max",29,OLB,6020,203,RS SO,Somerset,"Somerset, Wis."
"Preston, Keldric",95,OLB,6040,254,RS FR,Robinson,"Tampa, Fla."
"Pryor, Kendrick",27,WR,5110,179,RS FR,Homewood-Flossmoor,"Flossmoor, Ill."
"Ramesh, Austin",20,FB,6010,251,RS SR,Northland Pines,"Land O' Lakes, Wis."
"Rand, Garrett",93,DT,6020,269,SO,Hamilton,"Chandler, Ariz."
"Roberge, Gunnar",74,NT,6040,292,RS SO,Seymour,"Seymour, Wis."
"Rosowski, P.J.",38,P,6030,214,RS JR,Stoughton,"Stoughton, Wis."
"Roy, Peter",43,WR,6000,192,RS JR,Muskego,"Muskego, Wis."
"Rushing, George",17,WR,6010,197,SR,Cardinal Gibbons,"Miramar, Fla."
"Saari, Mark",21,RB,6000,207,RS JR,Hurley,"Montreal, Wisc."
"Sagapolu, Olive",99,NT,6020,348,JR,Mater Dei,"Huntington Beach, Calif."
"Seltzner, Josh",0,OT,6050,310,FR,Columbus,"Columbus, Wis."
"Shaw, Bradrick",7,RB,6010,208,RS SO,Hoover,"Birmingham, Ala."
"Sheehy, Conor",94,DE,6040,290,SR,Marquette,"Milwaukee, Wis."
"Smithback, Blake",0,OG,6030,290,FR,Waunakee,"Waunakee, Wis."
"Stokke, Mason",23,ILB,6020,222,RS FR,Menomonie,"Menomonie, Wis."
"Taylor, A.J.",84,WR,5110,201,SO,Rockhurst,"Kansas City, Mo."
"Taylor, Jonathan",0,RB,5110,215,FR,Salem,"Salem, N.J."
"Thomas, Kelly",66,DE,6060,261,RS SO,St. Catherine's,"Racine, Wis."
"Thomas, Nick",46,LB,6020,222,RS SO,IMG Academy,"Bradenton, Fla."
"Tiedt, Hegeman",68,DE,6040,237,RS FR,Burlington,"Burlington, Wis."
"Tindal, Derrick",25,CB,5110,183,SR,"Fort Lauderdale, Fla.",Boyd Anderson
"Van Ginkel, Andrew",17,OLB,6040,230,JR/TR,Rock Valley,"Rock Valley, Iowa"
"Van Lanen, Cole",71,OT,6050,303,RS FR,Bay Port,"Green Bay, Wis."
"Vanden Boom, Danny",0,QB,6050,200,FR,Kimberly,"Kimberly, Wis."
"Verstegen, Brett",37,S,5110,179,RS SO,Kimberly,"Kimberly, Wis."
"Volpentesta, Cristian",42,DB,5090,192,RS FR,Highland Park,"Highland Park, Ill."
"Vopal, Aaron",0,DE,6070,290,FR,De Pere,"De Pere, Wis."
"Wanner, Coy",0,ATH,6030,238,FR,Preble,"Green Bay, Wis."
"Whalen, Jake",39,FB,6010,242,RS SO,West,"Wausau, Wis."
"Williams, Caesar",21,CB,6000,176,RS FR,South Grand Prairie,"Grand Prairie, Texas"
