Name,Number,Position,Height,Weight,Class,Hometown
Jake Kemp,86,TE,6040,225,FR,"Stoneville, NC"
Aaron Dobbins,87,TE,6040,245,FR,"Boone, NC"
Tyrek Haywood,88,TE,6050,240,FR,"Charlotte, NC"
Mitchell Brown,89,PK,5070,170,SR,"Mount Airy, NC"
Isaiah King,90,DL,6020,290,JR,"Mount Airy, NC"
Noah Layden,91,DL,6050,230,SO,"Chapel Hill, NC"
Dre Giles,92,DL,6030,250,FR,"Richmond, VA"
Ivan Staples,93,DL,6010,275,FR,"Stone Mountain, GA"
Prince Ngwenah,94,DL,6040,220,FR,"Charlotte, NC"
Jamie Gaskins,95,DL,6050,240,FR,"Greenville, NC"
Zane Weekman,95,LS,5110,185,JR,"Raleigh, NC"
Jamah Mitchell,96,DL,6000,325,FR,"Rock Hill, SC"
Triston Frye,97,DL,6010,275,JR,"Charlotte, NC"
Keon McCallum,98,DL,6020,225,FR,"Chesnee, SC"
Brad Dennis,99,P,6000,180,SO,"Cambridge, MD"
