Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Takitaki, Sione",16,WLB,6020,250,JR,Heritage HS,"Fontana, Calif."
"Taliauli, Merrill",54,DL,6020,305,JR,East HS,"Salt Lake City, Utah"
"Tanielu, Handsome",92,DT,6020,318,SR/TR,Waianae,"Waianae, Hawaii"
"Tanner, Beau",80,WR,6000,188,JR/TR,Shadow Mountain HS,"Gilbert, Ariz."
"Tanner, Young",2,QB,6000,190,RS SR/TR,N/A,"Gilbert, Ariz."
"Tapusoa, Johnny",43,LB,5100,225,SO,Kahuku HS,"Laie, Hawaii"
"Tausinga, Kesni",94,NT,6010,303,SR,Bingham High School,"South Jordan, UT"
"Tei-Kirby, Wayne",75,DL,6030,305,SO/TR,Highland,"Pocatello, Idaho"
"Tofa, Alden",0,DL,6040,260,FR,West Jordan,"West Jordan, Utah"
"Tolutau, Ula",5,RB,6010,255,FR,East,"Glendale, Utah"
"Tonga, Khyiris",0,DL,6050,300,FR,Granger,"West Valley, Utah"
"Trinnaman, Jonah",84,WR,6000,190,SR/TR,American Fork,"American Fork, Utah"
"Tuifua, Langi",0,DL,6030,225,FR,Bingham,"South Jordan, Utah"
"Tuioti-Mariner, Earl",79,DL,6040,260,FR,Washburn Rural,"Topeka, Kan."
"Tukuafu, Joe",87,TE,6040,280,FR,East,"Glendale, Utah"
"Unga, Morgan",46,DB,6050,210,RS JR,Bonneville HS,"Ogden, Utah"
"Vaka, Taipe",0,OL,6050,275,JR/TR,Skyline,"Oakland, Calif."
"Warner, Fred",4,SLB,6040,230,SR,Mission Hills High School,"San Marcos, CA"
"Warner, Troy",11,DB,6010,192,SO,Mission Hills HS,"San Marcos, Calif."
"Wilcox, Chris",32,S,6020,175,SO,Eleanor Roosevelt,"Corona, Calif."
"Willis, Seth",0,OL,6060,325,FR,Newton,"Sandy Hook, Conn."
"Wilstead, Kody",13,QB,6060,222,FR,Pine View,"St. George, Utah"
"Wolfgramm, Solomone",99,TE,6050,260,RS JR/TR,Pinewood,"Menio Park, Calif."
