Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Thomas, Keir",5,DE,6010,260,SO,Miami Central,"Miami, Fla."
"Thompson, Aaron",96,DE,6030,288,RS FR,Dillard,"Fort Lauderdale, Fla."
"Thompson, Eldridge",0,LB,6010,191,JR/TR,White Station,"Houston, Texas"
"Turner, AJ",25,RB,5100,189,RS SO,Centreville,"Clifton, Va."
"Urich, Jay",0,QB,6040,196,FR,Wren,"Greenville, S.C."
"Washington, Jerad",9,WR,5080,163,RS SO,First Coast,"Jacksonville, Fla."
"Webb, M.J.",94,DL,6030,285,FR,Morgan County,"Rutledge, Ga."
"White, Parker",43,K/P,6040,193,RS FR,Wando,"Mount Pleasant, S.C."
"Wilder, Antoine",29,DB,5100,185,RS SO,Hapeville Charter,"Riverdale, Ga."
"Williams, Jamyest",0,DB,5090,174,FR,Grayson,"Athens, Ga."
"Williams, Ty'Son",27,RB,6000,209,RS SO/TR,Crestwood,"Sumter, S.C."
"Wonnum, Dennis",92,DE,6040,248,SO,Stephenson,"Stone Mountain, Ga."
"Woznick, Alexander",42,PK,5110,165,RS FR,Eastside,"Greenville, S.C."
"Young, Malik",77,OG,6040,294,RS JR,Woodmont,"Pelzer, SC"
