Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Thomas, Dwaine",16,IB,6020,225,JR,Hahnville,"Boutte, LA"
"Tripucka, Shane",18,P,6030,220,SR,Allen,"Allen, Texas"
"Tucker, Derrick",4,S,6010,189,FR,Manvel,"Manvel, Texas"
"Watts, Armani",23,FS,5110,205,SR,Forney,"Forney, TX"
"White, Braden",58,LB,5110,220,RS FR,Florence,"Florence, Ala."
"Whitley, Kyle",83,WR,6020,220,RS JR,Troy,"Troy, TX"
"Williams, Trayveon",5,RB,5090,200,SO,C.E. King,"Houston, Texas"
"Willis, Priest",24,CB,6020,200,RS SR/TR,Marcos de Niza,"Phoenix, AZ"
"Wilson, Donovan",6,SS,6010,200,SR,Woodlawn,"Shreveport, LA"
"Wolford, Adrian",72,OL,6040,323,FR,Meeker,"Meeker, Okla."
