Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Moody, Emil",0,TE,6020,244,FR,Neumann-Goretti,"Philadelphia, Pa."
"Myarick, Chris",85,TE,6040,255,RS JR,Cheltenham,"Elkins Park, PA"
"Nigrelli, Domenic",92,TE,6020,240,RS SO,Valley Forge,"Wayne, Pa."
"Nobile, Anthony",91,DL,5110,270,FR,Milford,"Brick, N.J."
"Nobile, Michael",97,DL,5110,270,FR,Milford,"Brick, N.J."
"Nutile, Frank",18,QB,6040,219,RS JR,Don Bosco Prep,"Wayne, NJ"
"Petrick, Steve",48,TE,6050,230,RS FR,Norwin,"North Huntingdon, Pa."
"Picozzi, Vincent",76,OL,6040,280,RS FR,Lansdale Catholic,"Collegeville, Pa."
"Randall, Delvon",23,FS,5110,208,JR,Gateway,"Monroeville, Pa."
"Raynor, Tyliek",34,RB,5100,185,FR,Imhotep,"Philadelphia, Pa."
"Reichner, Jeromy",59,DL,6010,235,RS SO,West Philadelphia Catholic,"Philadelphia, Pa."
"Reid, George",0,DB,6020,180,FR,Abington,"Abington, Pa."
"Ritrovato, Rob",45,FB,5110,240,RS JR,East,"West Chester, PA"
"Robinson, Jaelin",77,OT,6060,325,RS JR,Wilbur Cross,"West Haven, CT"
"Robinson, Jake",82,TE,6020,233,RS SO,Haddonfield Memorial,"Haddonfield, N.J."
"Roche, Quincy",90,DL,6040,210,RS FR,New Town,"Randallstown, Md."
"Ruff, Aaron",78,OL,6030,300,RS JR,Imhotep,"Philadelphia, PA"
"Ruley, Kharee",33,RB,5080,165,RS SO,West Catholic,"Philadelphia, PA"
"Russell, Chapelle",22,WLB,6010,230,RS SO,Lakewood,"Lakewood, N.J."
"Russo, Anthony",15,QB,6040,220,RS FR,Archbishop Wood,"Doylestown, Pa."
"Ruza, John",44,RS JR,6000,173,RS JR,Strath Haven,"Wallingford, PA"
"Sestilli, Griffin",0,OL,6030,260,FR,North Allegheny,"Sewickley, Pa."
"Sharga, Nick",4,FB,6020,240,RS SR/TR,Northampton,"Cherryville, PA"
